Geographic Area,Geographic Name,Gender,Age,Year,Time Period,Time Period Dates,Opioid Court Cases,Opioid Court Cases Description,Total Cases,Total Cases Description,Rate of Opioid Court Cases,Percentage of Opioid Court Cases,Percentage of Opioid Court Cases Description,Type of Rate,County_Code_Number,County_Code_Text,State_FIPS_Code,County_FIPS_Code,Latitude,Longitude,Georeferenced Latitude & Longitude
State,Commonwealth,All,35 to 39 years,2017,2017 Annual,1/1/2017-12/31/2017,491,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,3583,Total opioid court cases where age is known,,13.7,Percent of total opioid cases for the time period,Rates by age are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
County,Wayne,All,All (18+ years),2016,2016 Q4,10/1/2016-12/31/2016,1,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,64,64,42,127,41.6496980525,-75.3051535022,POINT (-75.3051535022 41.6496980525)
County,Allegheny,All,All (18+ years),2016,2016 Q1,1/1/2016-3/31/2016,111,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,2,02,42,003,40.4673554298,-79.9861984282,POINT (-79.9861984282 40.4673554298)
County,Erie,All,All (18+ years),2017,2017 Q3,7/1/2017-9/30/2017,11,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,25,25,42,049,41.9941378702,-80.0407591036,POINT (-80.0407591036 41.9941378702)
County,Huntingdon,All,All (18+ years),2016,2016 Q3,7/1/2016-9/30/2016,2,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,31,31,42,061,40.4161050032,-77.9827661036,POINT (-77.9827661036 40.4161050032)
County,Venango,All,All (18+ years),2018,2018 Q1,1/1/2018-3/31/2018,2,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,61,61,42,121,41.4034125863,-79.7628656104,POINT (-79.7628656104 41.4034125863)
County,Northumberland,All,All (18+ years),2016,2016 Q2,4/1/2016-6/30/2016,4,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,49,49,42,097,40.8515092572,-76.7118842273,POINT (-76.7118842273 40.8515092572)
County,Huntingdon,All,All (18+ years),2017,2017 Annual,1/1/2017-12/31/2017,5,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,720,Total number of annual court cases,6.94,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",31,31,42,061,40.4161050032,-77.9827661036,POINT (-77.9827661036 40.4161050032)
State,Commonwealth,All,25 to 29 years,2018,2018 Q4,10/1/2018-12/31/2018,142,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,576,Total opioid court cases where age is known,,24.7,Percent of total opioid cases for the time period,Rates by age are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
County,Susquehanna,All,All (18+ years),2016,2016 Q2,4/1/2016-6/30/2016,5,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,58,58,42,115,41.8205685982,-75.8025030296,POINT (-75.8025030296 41.8205685982)
County,Pike,All,All (18+ years),2016,2016 Q4,10/1/2016-12/31/2016,11,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,52,52,42,103,41.332571995,-75.0327092448,POINT (-75.0327092448 41.332571995)
County,Cameron,All,All (18+ years),2018,2018 Q4,10/1/2018-12/31/2018,1,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,12,12,42,023,41.4388026531,-78.2091693241,POINT (-78.2091693241 41.4388026531)
County,Chester,All,All (18+ years),2018,2018 Q1,1/1/2018-3/31/2018,15,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,15,15,42,029,39.9748705566,-75.7562649818,POINT (-75.7562649818 39.9748705566)
State,Commonwealth,Female,All (18+ years),2017,2017 Q4,10/1/2017-12/31/2017,104,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,796,Total opioid court cases where gender is known,,13.1,Percent of total opioid cases for the time period,Rates by gender are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
County,Westmoreland,All,All (18+ years),2017,2017 Q1,1/1/2017-3/31/2017,35,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,65,65,42,129,40.3103149985,-79.471341176,POINT (-79.471341176 40.3103149985)
County,Clarion,All,All (18+ years),2016,2016 Q4,10/1/2016-12/31/2016,3,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,16,16,42,031,41.1927912877,-79.4248360769,POINT (-79.4248360769 41.1927912877)
County,Clinton,All,All (18+ years),2018,2018 Q3,7/1/2018-9/30/2018,1,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,18,18,42,035,41.2328627374,-77.6428376046,POINT (-77.6428376046 41.2328627374)
State,Commonwealth,Male,All (18+ years),2016,2016 Annual,1/1/2016-12/31/2016,3428,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,4064,Total opioid court cases where gender is known,,84.4,Percent of total opioid cases for the time period,Rates by gender are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
County,York,All,All (18+ years),2017,2017 Q3,7/1/2017-9/30/2017,34,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,67,67,42,133,39.9219253124,-76.7257605231,POINT (-76.7257605231 39.9219253124)
State,Commonwealth,All,18 to 19 years,2018,2018 Q4,10/1/2018-12/31/2018,26,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,576,Total opioid court cases where age is known,,4.5,Percent of total opioid cases for the time period,Rates by age are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
County,Bucks,All,All (18+ years),2017,2017 Q3,7/1/2017-9/30/2017,3,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,9,09,42,017,40.335011331,-75.1129124111,POINT (-75.1129124111 40.335011331)
County,Carbon,All,All (18+ years),2017,2017 Q2,4/1/2017-6/30/2017,6,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,13,13,42,025,40.9193670081,-75.7110703866,POINT (-75.7110703866 40.9193670081)
County,Franklin,All,All (18+ years),2017,2017 Q1,1/1/2017-3/31/2017,11,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,28,28,42,055,39.9278619704,-77.7239884483,POINT (-77.7239884483 39.9278619704)
County,Venango,All,All (18+ years),2017,2017 Annual,1/1/2017-12/31/2017,15,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,640,Total number of annual court cases,23.44,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",61,61,42,121,41.4034125863,-79.7628656104,POINT (-79.7628656104 41.4034125863)
County,Centre,All,All (18+ years),2017,2017 Q1,1/1/2017-3/31/2017,1,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,14,14,42,027,40.9193135008,-77.8250011212,POINT (-77.8250011212 40.9193135008)
County,Forest,All,All (18+ years),2018,2018 Q2,4/1/2018-6/30/2018,1,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,27,27,42,053,41.5135787577,-79.2378099483,POINT (-79.2378099483 41.5135787577)
State,Commonwealth,All,56+ years,2016,2016 Annual,1/1/2016-12/31/2016,97,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,4059,Total opioid court cases where age is known,,2.4,Percent of total opioid cases for the time period,Rates by age are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
County,Luzerne,All,All (18+ years),2017,2017 Q3,7/1/2017-9/30/2017,42,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,40,40,42,079,41.1783643884,-75.991996098,POINT (-75.991996098 41.178364388400006)
County,Luzerne,All,All (18+ years),2016,2016 Annual,1/1/2016-12/31/2016,105,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,4316,Total number of annual court cases,24.33,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",40,40,42,079,41.1783643884,-75.991996098,POINT (-75.991996098 41.178364388400006)
County,Clarion,All,All (18+ years),2018,2018 Annual,1/1/2018-12/31/2018,6,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,610,Total number of annual court cases,9.84,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",16,16,42,031,41.1927912877,-79.4248360769,POINT (-79.4248360769 41.1927912877)
County,Montgomery,All,All (18+ years),2018,2018 Q4,10/1/2018-12/31/2018,26,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,46,46,42,091,40.209898739,-75.3725200072,POINT (-75.3725200072 40.209898739)
County,Columbia,All,All (18+ years),2016,2016 Q1,1/1/2016-3/31/2016,3,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,19,19,42,037,41.0491208559,-76.4100217975,POINT (-76.4100217975 41.0491208559)
State,Commonwealth,All,40 to 44 years,2018,2018 Q1,1/1/2018-3/31/2018,71,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,800,Total opioid court cases where age is known,,8.9,Percent of total opioid cases for the time period,Rates by age are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
County,Fayette,All,All (18+ years),2016,2016 Q2,4/1/2016-6/30/2016,2,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,26,26,42,051,39.919447803,-79.6518963464,POINT (-79.6518963464 39.919447803)
County,Montour,All,All (18+ years),2016,2016 Q4,10/1/2016-12/31/2016,1,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,47,47,42,093,41.0280182438,-76.6647052668,POINT (-76.6647052668 41.0280182438)
County,Bradford,All,All (18+ years),2017,2017 Q1,1/1/2017-3/31/2017,1,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,8,08,42,015,41.7911781401,-76.5182562384,POINT (-76.5182562384 41.7911781401)
County,Fayette,All,All (18+ years),2017,2017 Q1,1/1/2017-3/31/2017,16,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,26,26,42,051,39.919447803,-79.6518963464,POINT (-79.6518963464 39.919447803)
County,Northampton,All,All (18+ years),2017,2017 Annual,1/1/2017-12/31/2017,43,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,2984,Total number of annual court cases,14.41,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",48,48,42,095,40.754595404,-75.3126372576,POINT (-75.3126372576 40.754595404)
County,Delaware,All,All (18+ years),2016,2016 Q3,7/1/2016-9/30/2016,35,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,23,23,42,045,39.9165786652,-75.4062771212,POINT (-75.40627712120002 39.9165786652)
County,Bradford,All,All (18+ years),2016,2016 Annual,1/1/2016-12/31/2016,7,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,904,Total number of annual court cases,7.74,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",8,08,42,015,41.7911781401,-76.5182562384,POINT (-76.5182562384 41.7911781401)
County,Mercer,All,All (18+ years),2018,2018 Q2,4/1/2018-6/30/2018,2,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,43,43,42,085,41.302377765,-80.2600941079,POINT (-80.26009410790002 41.302377765)
County,Cumberland,All,All (18+ years),2018,2018 Q2,4/1/2018-6/30/2018,7,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,21,21,42,041,40.167598388,-77.268662705,POINT (-77.268662705 40.167598388)
County,Wyoming,All,All (18+ years),2018,2018 Q4,10/1/2018-12/31/2018,1,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,66,66,42,131,41.5189248803,-76.0181300338,POINT (-76.0181300338 41.5189248803)
County,Adams,All,All (18+ years),2018,2018 Q2,4/1/2018-6/30/2018,3,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,1,01,42,001,39.8720956503,-77.2222427076,POINT (-77.2222427076 39.8720956503)
State,Commonwealth,All,35 to 39 years,2016,2016 Q2,4/1/2016-6/30/2016,100,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,1034,Total opioid court cases where age is known,,9.7,Percent of total opioid cases for the time period,Rates by age are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
County,Philadelphia,All,All (18+ years),2016,2016 Q2,4/1/2016-6/30/2016,278,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,51,51,42,101,40.0044435384,-75.140236002,POINT (-75.140236002 40.0044435384)
State,Commonwealth,All,All (18+ years),2017,2017 Q3,7/1/2017-9/30/2017,865,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
County,Mifflin,All,All (18+ years),2017,2017 Q1,1/1/2017-3/31/2017,2,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,44,44,42,087,40.6127492804,-77.6200308901,POINT (-77.6200308901 40.6127492804)
County,Jefferson,All,All (18+ years),2016,2016 Q2,4/1/2016-6/30/2016,5,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,33,33,42,065,41.1313909115,-79.0010181419,POINT (-79.0010181419 41.1313909115)
County,Adams,All,All (18+ years),2017,2017 Annual,1/1/2017-12/31/2017,2,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,1295,Total number of annual court cases,1.54,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",1,01,42,001,39.8720956503,-77.2222427076,POINT (-77.2222427076 39.8720956503)
State,Commonwealth,Female,All (18+ years),2018,2018 Q2,4/1/2018-6/30/2018,97,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,739,Total opioid court cases where gender is known,,13.1,Percent of total opioid cases for the time period,Rates by gender are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
County,Greene,All,All (18+ years),2016,2016 Q4,10/1/2016-12/31/2016,1,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,30,30,42,059,39.8548039342,-80.2294381655,POINT (-80.2294381655 39.8548039342)
County,Northampton,All,All (18+ years),2018,2018 Q3,7/1/2018-9/30/2018,10,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,48,48,42,095,40.754595404,-75.3126372576,POINT (-75.3126372576 40.754595404)
County,Bradford,All,All (18+ years),2016,2016 Q4,10/1/2016-12/31/2016,4,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,8,08,42,015,41.7911781401,-76.5182562384,POINT (-76.5182562384 41.7911781401)
County,Snyder,All,All (18+ years),2016,2016 Annual,1/1/2016-12/31/2016,1,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,455,Total number of annual court cases,2.2,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",55,55,42,109,40.7711373692,-77.0725596804,POINT (-77.0725596804 40.7711373692)
County,Berks,All,All (18+ years),2016,2016 Q3,7/1/2016-9/30/2016,22,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,6,06,42,011,40.4193963513,-75.9307732705,POINT (-75.93077327050001 40.4193963513)
County,Mifflin,All,All (18+ years),2018,2018 Annual,1/1/2018-12/31/2018,1,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,600,Total number of annual court cases,1.67,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",44,44,42,087,40.6127492804,-77.6200308901,POINT (-77.6200308901 40.6127492804)
County,Lackawanna,All,All (18+ years),2017,2017 Q2,4/1/2017-6/30/2017,26,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,35,35,42,069,41.4391006428,-75.6121834524,POINT (-75.6121834524 41.4391006428)
County,Mifflin,All,All (18+ years),2018,2018 Q4,10/1/2018-12/31/2018,1,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,44,44,42,087,40.6127492804,-77.6200308901,POINT (-77.6200308901 40.6127492804)
County,Schuylkill,All,All (18+ years),2017,2017 Q2,4/1/2017-6/30/2017,10,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,54,54,42,107,40.707512431,-76.223323851,POINT (-76.223323851 40.707512431000005)
County,Centre,All,All (18+ years),2018,2018 Q3,7/1/2018-9/30/2018,1,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,14,14,42,027,40.9193135008,-77.8250011212,POINT (-77.8250011212 40.9193135008)
County,Snyder,All,All (18+ years),2016,2016 Q3,7/1/2016-9/30/2016,1,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,55,55,42,109,40.7711373692,-77.0725596804,POINT (-77.0725596804 40.7711373692)
County,Tioga,All,All (18+ years),2016,2016 Q4,10/1/2016-12/31/2016,4,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,59,59,42,117,41.7733383358,-77.2578807579,POINT (-77.2578807579 41.7733383358)
County,Cumberland,All,All (18+ years),2016,2016 Q3,7/1/2016-9/30/2016,4,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,21,21,42,041,40.167598388,-77.268662705,POINT (-77.268662705 40.167598388)
County,Clearfield,All,All (18+ years),2017,2017 Q4,10/1/2017-12/31/2017,4,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,17,17,42,033,41.0004290024,-78.4755834299,POINT (-78.4755834299 41.0004290024)
County,York,All,All (18+ years),2018,2018 Q2,4/1/2018-6/30/2018,45,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,67,67,42,133,39.9219253124,-76.7257605231,POINT (-76.7257605231 39.9219253124)
County,Venango,All,All (18+ years),2018,2018 Annual,1/1/2018-12/31/2018,6,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,783,Total number of annual court cases,7.66,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",61,61,42,121,41.4034125863,-79.7628656104,POINT (-79.7628656104 41.4034125863)
County,Berks,All,All (18+ years),2017,2017 Annual,1/1/2017-12/31/2017,110,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,5074,Total number of annual court cases,21.68,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",6,06,42,011,40.4193963513,-75.9307732705,POINT (-75.93077327050001 40.4193963513)
State,Commonwealth,Male,All (18+ years),2018,2018 Q4,10/1/2018-12/31/2018,485,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,578,Total opioid court cases where gender is known,,83.9,Percent of total opioid cases for the time period,Rates by gender are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
County,York,All,All (18+ years),2018,2018 Q1,1/1/2018-3/31/2018,37,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,67,67,42,133,39.9219253124,-76.7257605231,POINT (-76.7257605231 39.9219253124)
County,Greene,All,All (18+ years),2017,2017 Q4,10/1/2017-12/31/2017,1,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,30,30,42,059,39.8548039342,-80.2294381655,POINT (-80.2294381655 39.8548039342)
County,York,All,All (18+ years),2016,2016 Q4,10/1/2016-12/31/2016,61,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,67,67,42,133,39.9219253124,-76.7257605231,POINT (-76.7257605231 39.9219253124)
County,Beaver,All,All (18+ years),2017,2017 Q3,7/1/2017-9/30/2017,10,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,4,04,42,007,40.6834924548,-80.3510735648,POINT (-80.3510735648 40.6834924548)
County,Fayette,All,All (18+ years),2018,2018 Q4,10/1/2018-12/31/2018,5,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,26,26,42,051,39.919447803,-79.6518963464,POINT (-79.6518963464 39.919447803)
County,Dauphin,All,All (18+ years),2018,2018 Q1,1/1/2018-3/31/2018,26,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,22,22,42,043,40.4197463597,-76.7796056802,POINT (-76.7796056802 40.4197463597)
County,Franklin,All,All (18+ years),2018,2018 Q4,10/1/2018-12/31/2018,11,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,28,28,42,055,39.9278619704,-77.7239884483,POINT (-77.7239884483 39.9278619704)
County,Northampton,All,All (18+ years),2016,2016 Q3,7/1/2016-9/30/2016,19,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,48,48,42,095,40.754595404,-75.3126372576,POINT (-75.3126372576 40.754595404)
State,Commonwealth,All,20 to 24 years,2018,2018 Q2,4/1/2018-6/30/2018,180,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,738,Total opioid court cases where age is known,,24.4,Percent of total opioid cases for the time period,Rates by age are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
County,Bedford,All,All (18+ years),2018,2018 Q3,7/1/2018-9/30/2018,2,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,5,05,42,009,40.0073753643,-78.4911647381,POINT (-78.4911647381 40.0073753643)
County,Bedford,All,All (18+ years),2017,2017 Q4,10/1/2017-12/31/2017,2,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,5,05,42,009,40.0073753643,-78.4911647381,POINT (-78.4911647381 40.0073753643)
County,Bedford,All,All (18+ years),2016,2016 Annual,1/1/2016-12/31/2016,20,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,728,Total number of annual court cases,27.47,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",5,05,42,009,40.0073753643,-78.4911647381,POINT (-78.4911647381 40.0073753643)
State,Commonwealth,All,35 to 39 years,2017,2017 Q4,10/1/2017-12/31/2017,130,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,796,Total opioid court cases where age is known,,16.3,Percent of total opioid cases for the time period,Rates by age are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
State,Commonwealth,All,40 to 44 years,2018,2018 Annual,1/1/2018-12/31/2018,254,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,2729,Total opioid court cases where age is known,,9.3,Percent of total opioid cases for the time period,Rates by age are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
County,Blair,All,All (18+ years),2018,2018 Q4,10/1/2018-12/31/2018,17,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,7,07,42,013,40.4855502384,-78.349076871,POINT (-78.349076871 40.4855502384)
State,Commonwealth,All,30 to 34 years,2016,2016 Q3,7/1/2016-9/30/2016,181,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,1076,Total opioid court cases where age is known,,16.8,Percent of total opioid cases for the time period,Rates by age are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
