County Name,Quarterly Rate,Overdose Type,Type of Rate,Time Measure,Time Period,Year,Quarter Date Start,Notes,County Code Number,County Code Text,State FIPS Code,County FIPS Code,Latitude,Longitude,Georeferenced Latitude & Longitude
Indiana,6.63,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q4,2019,10/01/2019,,32,32,42,63,40.65295497,-79.09333493,POINT (-79.09333493 40.65295497)
Clarion,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,Not displayed when count is between 1 and 4.,16,16,42,31,41.19279129,-79.42483608,POINT (-79.42483608 41.19279129)
Crawford,74.9,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,20,20,42,39,41.68546907,-80.11321083,POINT (-80.11321083 41.68546907)
Butler,57.63,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,10,10,42,19,40.91083185,-79.91711779,POINT (-79.91711779 40.91083185)
Butler,7.67,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q4,2019,10/01/2019,,10,10,42,19,40.91083185,-79.91711779,POINT (-79.91711779 40.91083185)
Luzerne,2.74,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q3,2019,07/01/2019,,40,40,42,79,41.17836439,-75.9919961,POINT (-75.9919961 41.17836439)
Huntingdon,48.41,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,31,31,42,61,40.416105,-77.9827661,POINT (-77.9827661 40.416105)
Lackawanna,10.58,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,35,35,42,69,41.43910064,-75.61218345,POINT (-75.61218345 41.43910064)
Delaware,1.7,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,23,23,42,45,39.91657867,-75.40627712,POINT (-75.40627712 39.91657867)
Elk,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,Not displayed when count is between 1 and 4.,24,24,42,47,41.42819416,-78.64947713,POINT (-78.64947713 41.42819416)
Washington,8.28,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,63,63,42,125,40.19109663,-80.25180083,POINT (-80.25180083 40.19109663)
Montour,0,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,47,47,42,93,41.02801824,-76.66470527,POINT (-76.66470527 41.02801824)
Lancaster,10.45,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,2 additional facilities began reporting data in Q4 2018.,36,36,42,71,40.04590796,-76.25138768,POINT (-76.25138768 40.04590796)
Mifflin,1.73,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,44,44,42,87,40.61274928,-77.62003089,POINT (-77.62003089 40.61274928)
Bradford,29.78,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,8,8,42,15,41.79117814,-76.51825624,POINT (-76.51825624 41.79117814)
Butler,6.04,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,10,10,42,19,40.91083185,-79.91711779,POINT (-79.91711779 40.91083185)
Cumberland,0.96,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,21,21,42,41,40.16759839,-77.26866271,POINT (-77.26866271 40.16759839)
Lebanon,8.76,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,38,38,42,75,40.367597,-76.46182575,POINT (-76.46182575 40.367597)
Erie,1.84,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q3,2019,07/01/2019,,25,25,42,49,41.99413787,-80.0407591,POINT (-80.0407591 41.99413787)
Blair,19.23,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q3,2019,07/01/2019,,7,7,42,13,40.48555024,-78.34907687,POINT (-78.34907687 40.48555024)
Indiana,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,Not displayed when count is between 1 and 4.,32,32,42,63,40.65295497,-79.09333493,POINT (-79.09333493 40.65295497)
Bradford,0,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,8,8,42,15,41.79117814,-76.51825624,POINT (-76.51825624 41.79117814)
Pennsylvania,11.98,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,0,0,42,0,39.346129,-75.167756,POINT (-75.167756 39.346129)
Clarion,43.89,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,16,16,42,31,41.19279129,-79.42483608,POINT (-79.42483608 41.19279129)
Clarion,43.66,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,16,16,42,31,41.19279129,-79.42483608,POINT (-79.42483608 41.19279129)
Adams,0.68,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,1,1,42,1,39.87209565,-77.22224271,POINT (-77.22224271 39.87209565)
Franklin,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,Not displayed when count is between 1 and 4.,28,28,42,55,39.92786197,-77.72398845,POINT (-77.72398845 39.92786197)
Chester,11.64,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q4,2019,10/01/2019,Less than 100% of Emergency Departments in the County are Under Surveillance.,15,15,42,29,39.97487056,-75.75626498,POINT (-75.75626498 39.97487056)
Butler,66.36,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,10,10,42,19,40.91083185,-79.91711779,POINT (-79.91711779 40.91083185)
Montgomery,6.07,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q3,2019,07/01/2019,,46,46,42,91,40.20989874,-75.37252001,POINT (-75.37252001 40.20989874)
Luzerne,28.63,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,Less than 100% of Emergency Departments in the County are Under Surveillance.,40,40,42,79,41.17836439,-75.9919961,POINT (-75.9919961 41.17836439)
Lebanon,11.16,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,38,38,42,75,40.367597,-76.46182575,POINT (-76.46182575 40.367597)
Bucks,1.1,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,9,9,42,17,40.33501133,-75.11291241,POINT (-75.11291241 40.33501133)
Chester,23.44,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q3,2019,07/01/2019,Less than 100% of Emergency Departments in the County are Under Surveillance.,15,15,42,29,39.97487056,-75.75626498,POINT (-75.75626498 39.97487056)
Pennsylvania,10.05,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,0,0,42,0,39.346129,-75.167756,POINT (-75.167756 39.346129)
Wayne,4.93,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,64,64,42,127,41.64969805,-75.3051535,POINT (-75.3051535 41.64969805)
Pike,4.32,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,52,52,42,103,41.332572,-75.03270924,POINT (-75.03270924 41.332572)
Wayne,4.49,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,64,64,42,127,41.64969805,-75.3051535,POINT (-75.3051535 41.64969805)
Monroe,0.77,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,45,45,42,89,41.06091787,-75.34083603,POINT (-75.34083603 41.06091787)
Cambria,10.35,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,11,11,42,21,40.49127491,-78.71894174,POINT (-78.71894174 40.49127491)
Blair,72.65,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,7,7,42,13,40.48555024,-78.34907687,POINT (-78.34907687 40.48555024)
Cambria,28.66,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,11,11,42,21,40.49127491,-78.71894174,POINT (-78.71894174 40.49127491)
Jefferson,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q3,2019,07/01/2019,Not displayed when count is between 1 and 4.,33,33,42,65,41.13139091,-79.00101814,POINT (-79.00101814 41.13139091)
Lehigh,1.02,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,39,39,42,77,40.61464794,-75.60099481,POINT (-75.60099481 40.61464794)
Perry,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,No Emergency Department Identified in County.,50,50,42,99,40.40415317,-77.25907385,POINT (-77.25907385 40.40415317)
Crawford,5.34,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,20,20,42,39,41.68546907,-80.11321083,POINT (-80.11321083 41.68546907)
Cambria,67,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,11,11,42,21,40.49127491,-78.71894174,POINT (-78.71894174 40.49127491)
Mifflin,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,Not displayed when count is between 1 and 4.,44,44,42,87,40.61274928,-77.62003089,POINT (-77.62003089 40.61274928)
Washington,17.99,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,63,63,42,125,40.19109663,-80.25180083,POINT (-80.25180083 40.19109663)
Crawford,0.94,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q4,2019,10/01/2019,,20,20,42,39,41.68546907,-80.11321083,POINT (-80.11321083 41.68546907)
Monroe,1.59,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,45,45,42,89,41.06091787,-75.34083603,POINT (-75.34083603 41.06091787)
Westmoreland,8.98,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2020 Q1,2020,01/01/2020,,65,65,42,129,40.310315,-79.47134118,POINT (-79.47134118 40.310315)
Snyder,2.71,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,55,55,42,109,40.77113737,-77.07255968,POINT (-77.07255968 40.77113737)
Huntingdon,0,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,31,31,42,61,40.416105,-77.9827661,POINT (-77.9827661 40.416105)
Armstrong,1.23,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,3,3,42,5,40.81509526,-79.47316899,POINT (-79.47316899 40.81509526)
Jefferson,1.37,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q4,2019,10/01/2019,,33,33,42,65,41.13139091,-79.00101814,POINT (-79.00101814 41.13139091)
Crawford,96.1,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,20,20,42,39,41.68546907,-80.11321083,POINT (-80.11321083 41.68546907)
Adams,1.46,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,1,1,42,1,39.87209565,-77.22224271,POINT (-77.22224271 39.87209565)
Northampton,7.25,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q3,2019,07/01/2019,,48,48,42,95,40.7545954,-75.31263726,POINT (-75.31263726 40.7545954)
Blair,0.82,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,7,7,42,13,40.48555024,-78.34907687,POINT (-78.34907687 40.48555024)
Blair,8.5,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,7,7,42,13,40.48555024,-78.34907687,POINT (-78.34907687 40.48555024)
Montour,46.98,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,47,47,42,93,41.02801824,-76.66470527,POINT (-76.66470527 41.02801824)
Perry,1.08,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,50,50,42,99,40.40415317,-77.25907385,POINT (-77.25907385 40.40415317)
Mercer,2.66,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,43,43,42,85,41.30237777,-80.26009411,POINT (-80.26009411 41.30237777)
Chester,49.02,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,Less than 100% of Emergency Departments in the County are Under Surveillance.,15,15,42,29,39.97487056,-75.75626498,POINT (-75.75626498 39.97487056)
Berks,7.06,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,6,6,42,11,40.41939635,-75.93077327,POINT (-75.93077327 40.41939635)
Fulton,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,Not displayed when count is between 1 and 4.,29,29,42,57,39.92487511,-78.11485045,POINT (-78.11485045 39.92487511)
Elk,3.98,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,24,24,42,47,41.42819416,-78.64947713,POINT (-78.64947713 41.42819416)
Dauphin,17.63,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,22,22,42,43,40.41974636,-76.77960568,POINT (-76.77960568 40.41974636)
Blair,74.21,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,7,7,42,13,40.48555024,-78.34907687,POINT (-78.34907687 40.48555024)
Franklin,0.39,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,28,28,42,55,39.92786197,-77.72398845,POINT (-77.72398845 39.92786197)
Bucks,11.23,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,9,9,42,17,40.33501133,-75.11291241,POINT (-75.11291241 40.33501133)
Lancaster,7.54,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,36,36,42,71,40.04590796,-76.25138768,POINT (-76.25138768 40.04590796)
Jefferson,31.23,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q3,2019,07/01/2019,,33,33,42,65,41.13139091,-79.00101814,POINT (-79.00101814 41.13139091)
Lebanon,1.57,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,38,38,42,75,40.367597,-76.46182575,POINT (-76.46182575 40.367597)
Bedford,7.84,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,5,5,42,9,40.00737536,-78.49116474,POINT (-78.49116474 40.00737536)
Clearfield,0.63,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,17,17,42,33,41.000429,-78.47558343,POINT (-78.47558343 41.000429)
McKean,0,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,42,42,42,83,41.81037074,-78.5712202,POINT (-78.5712202 41.81037074)
Clearfield,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q3,2019,07/01/2019,Not displayed when count is between 1 and 4.,17,17,42,33,41.000429,-78.47558343,POINT (-78.47558343 41.000429)
Susquehanna,30.08,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,58,58,42,115,41.8205686,-75.80250303,POINT (-75.80250303 41.8205686)
Lehigh,0.69,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,39,39,42,77,40.61464794,-75.60099481,POINT (-75.60099481 40.61464794)
Butler,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,Not displayed when count is between 1 and 4.,10,10,42,19,40.91083185,-79.91711779,POINT (-79.91711779 40.91083185)
Lackawanna,11.91,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,35,35,42,69,41.43910064,-75.61218345,POINT (-75.61218345 41.43910064)
Carbon,11.99,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,13,13,42,25,40.91936701,-75.71107039,POINT (-75.71107039 40.91936701)
Pennsylvania,93.3,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,0,0,42,0,39.346129,-75.167756,POINT (-75.167756 39.346129)
Juniata,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,No Emergency Department Identified in County.,34,34,42,67,40.53433008,-77.405775,POINT (-77.405775 40.53433008)
Somerset,43.22,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,56,56,42,111,39.97146299,-79.03100206,POINT (-79.03100206 39.97146299)
Adams,68.72,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,1,1,42,1,39.87209565,-77.22224271,POINT (-77.22224271 39.87209565)
Chester,23.77,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,Less than 100% of Emergency Departments in the County are Under Surveillance. 2 additional facilities began reporting in Q3 2018.,15,15,42,29,39.97487056,-75.75626498,POINT (-75.75626498 39.97487056)
Washington,6.87,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,63,63,42,125,40.19109663,-80.25180083,POINT (-80.25180083 40.19109663)
Armstrong,6.9,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2020 Q1,2020,01/01/2020,,3,3,42,5,40.81509526,-79.47316899,POINT (-79.47316899 40.81509526)
Cumberland,10.75,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,21,21,42,41,40.16759839,-77.26866271,POINT (-77.26866271 40.16759839)
Fulton,0,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,29,29,42,57,39.92487511,-78.11485045,POINT (-78.11485045 39.92487511)
Erie,18.83,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q2,2018,04/01/2018,Less than 100% of Emergency Departments in the County are Under Surveillance.,25,25,42,49,41.99413787,-80.0407591,POINT (-80.0407591 41.99413787)
Butler,0.96,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2020 Q1,2020,01/01/2020,,10,10,42,19,40.91083185,-79.91711779,POINT (-79.91711779 40.91083185)
Northampton,1.35,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q4,2019,10/01/2019,,48,48,42,95,40.7545954,-75.31263726,POINT (-75.31263726 40.7545954)
Warren,7.09,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,62,62,42,123,41.81675237,-79.27858158,POINT (-79.27858158 41.81675237)
York,8.18,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,67,67,42,133,39.92192531,-76.72576052,POINT (-76.72576052 39.92192531)
Chester,17.2,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,Less than 100% of Emergency Departments in the County are Under Surveillance. 2 additional facilities began reporting in Q3 2018.,15,15,42,29,39.97487056,-75.75626498,POINT (-75.75626498 39.97487056)
McKean,3.17,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2020 Q1,2020,01/01/2020,,42,42,42,83,41.81037074,-78.5712202,POINT (-78.5712202 41.81037074)
Lycoming,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,Not displayed when count is between 1 and 4.,41,41,42,81,41.34459792,-77.06942457,POINT (-77.06942457 41.34459792)
Mifflin,33.54,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q4,2019,10/01/2019,,44,44,42,87,40.61274928,-77.62003089,POINT (-77.62003089 40.61274928)
Snyder,4.44,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q3,2019,07/01/2019,,55,55,42,109,40.77113737,-77.07255968,POINT (-77.07255968 40.77113737)
Washington,12.91,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,63,63,42,125,40.19109663,-80.25180083,POINT (-80.25180083 40.19109663)
Lawrence,4.18,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,37,37,42,73,40.99325035,-80.33754114,POINT (-80.33754114 40.99325035)
Lehigh,2.58,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,39,39,42,77,40.61464794,-75.60099481,POINT (-75.60099481 40.61464794)
Mifflin,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,Not displayed when count is between 1 and 4.,44,44,42,87,40.61274928,-77.62003089,POINT (-77.62003089 40.61274928)
Clearfield,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,1 additional facility began reporting during Q3 2018. Not displayed when count is between 1 and 4.,17,17,42,33,41.000429,-78.47558343,POINT (-78.47558343 41.000429)
Bucks,8.48,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,9,9,42,17,40.33501133,-75.11291241,POINT (-75.11291241 40.33501133)
Bradford,42.54,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,8,8,42,15,41.79117814,-76.51825624,POINT (-76.51825624 41.79117814)
Bucks,112.82,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,9,9,42,17,40.33501133,-75.11291241,POINT (-75.11291241 40.33501133)
Lycoming,65.59,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,41,41,42,81,41.34459792,-77.06942457,POINT (-77.06942457 41.34459792)
Juniata,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q4,2019,10/01/2019,No Emergency Department Identified in County.,34,34,42,67,40.53433008,-77.405775,POINT (-77.405775 40.53433008)
Cumberland,90.27,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,21,21,42,41,40.16759839,-77.26866271,POINT (-77.26866271 40.16759839)
Fulton,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,Not displayed when count is between 1 and 4.,29,29,42,57,39.92487511,-78.11485045,POINT (-78.11485045 39.92487511)
Lackawanna,0.43,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,35,35,42,69,41.43910064,-75.61218345,POINT (-75.61218345 41.43910064)
Beaver,0.96,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,4,4,42,7,40.68349245,-80.35107356,POINT (-80.35107356 40.68349245)
Wayne,15.31,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,64,64,42,127,41.64969805,-75.3051535,POINT (-75.3051535 41.64969805)
Butler,9.64,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,10,10,42,19,40.91083185,-79.91711779,POINT (-79.91711779 40.91083185)
Perry,,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,No Emergency Department Identified in County.,50,50,42,99,40.40415317,-77.25907385,POINT (-77.25907385 40.40415317)
Lancaster,84.85,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,36,36,42,71,40.04590796,-76.25138768,POINT (-76.25138768 40.04590796)
